iter	Logloss
189	0.211434707
190	0.2108626068
191	0.2102756798
192	0.2098664045
193	0.2093313485
194	0.2086259723
195	0.2080065608
196	0.2072443664
197	0.2065709531
198	0.2058770806
199	0.2052287012
200	0.2048303187
201	0.204066813
202	0.2036823332
203	0.2031844556
204	0.2027254403
205	0.2020046413
206	0.2014975548
207	0.2006668746
208	0.2002012879
209	0.1994859576
210	0.1991081238
211	0.1986158341
212	0.1979200244
213	0.1975925565
214	0.1971152276
215	0.1965922266
216	0.1960627437
217	0.1954453737
218	0.1950196326
219	0.1946243644
220	0.1940211058
221	0.193353489
222	0.192726016
223	0.192162618
224	0.1916306913
225	0.1912042201
226	0.190840289
227	0.1904711127
228	0.1898330897
229	0.1893301904
230	0.1889641732
231	0.1884429753
232	0.1878367066
233	0.187482059
234	0.1869066358
235	0.1862022728
236	0.1858716011
237	0.1856524646
238	0.185217604
239	0.1845643073
240	0.1841275096
241	0.1835820228
242	0.1830220819
243	0.1825713068
244	0.1821857691
245	0.1817463636
246	0.1813040674
247	0.1808720529
248	0.1805596501
249	0.1800818443
250	0.1796769649
251	0.1792129427
252	0.1786929071
253	0.1782103777
254	0.1777786911
255	0.1775287539
256	0.1772184074
257	0.1767671555
258	0.1764592379
259	0.1760568768
260	0.1757055819
261	0.1755135208
262	0.1752773672
263	0.1748727709
264	0.1744054556
265	0.1740289181
266	0.1736330092
267	0.1732767522
268	0.1729435027
269	0.1726545095
270	0.1723172963
271	0.172018975
272	0.1715454459
273	0.1711832583
274	0.1707901657
275	0.1705602705
276	0.1702624857
277	0.1699269712
278	0.1695381701
279	0.1691269875
280	0.1688808501
281	0.1685103327
282	0.16820544
283	0.1678547114
284	0.1676103324
285	0.1673385501
286	0.1671646535
287	0.1669171453
288	0.1666296422
289	0.1663633883
290	0.1660764813
291	0.1656734198
292	0.165240258
293	0.165014714
294	0.1647748947
295	0.1645151228
296	0.1641690433
297	0.1637008637
298	0.1633611321
299	0.1629979163
300	0.162601918
301	0.1620632559
302	0.1616997868
303	0.1614020169
304	0.1610365808
305	0.160822466
306	0.1605469286
307	0.1603008509
308	0.1599310637
309	0.1597574055
310	0.1594602764
311	0.1591291726
312	0.1588223875
313	0.1585860699
314	0.1583243906
315	0.1581940353
316	0.1579364538
317	0.1577533185
318	0.1574725807
319	0.1571542323
320	0.1570509374
321	0.1568693817
322	0.1566839814
323	0.1565061212
324	0.1562913209
325	0.1559855044
326	0.1557722986
327	0.1553593874
328	0.1550700366
329	0.1547724605
330	0.1545729637
331	0.1544813663
332	0.1541683078
333	0.1539183855
334	0.1536010206
335	0.1534152329
336	0.1532059312
337	0.1530926079
338	0.1527847797
339	0.152493149
340	0.1521973908
341	0.1520795524
342	0.1518384218
343	0.1516040564
344	0.1513171494
345	0.1511465609
346	0.1509099156
347	0.1505779028
348	0.1503110826
349	0.1500914842
350	0.1497930139
351	0.1495216489
352	0.1492955238
353	0.1491357386
354	0.1488652229
355	0.1485259384
356	0.1483397931
357	0.1480530947
358	0.1478644758
359	0.1476134211
360	0.1474070549
361	0.1472008228
362	0.1469983459
363	0.1465898156
364	0.1464169621
365	0.1461552978
366	0.1457994878
367	0.1456387788
368	0.1454931796
369	0.1452676356
370	0.1449704617
371	0.1447840482
372	0.1445876658
373	0.1443810463
374	0.1441357285
375	0.143956989
376	0.1436203122
377	0.1434791088
378	0.1432344168
379	0.1430121958
380	0.1428343952
381	0.1426398456
382	0.1424382925
383	0.1421754062
384	0.1420528442
385	0.1419223845
386	0.1417190731
387	0.1416056007
388	0.1414364278
389	0.1412134916
390	0.1411020458
391	0.1410297155
392	0.1408283859
393	0.1406706572
394	0.1405249834
395	0.1401925981
396	0.1399958134
397	0.139805764
398	0.1396867484
399	0.1396546662
400	0.1394275725
401	0.1392487735
402	0.1390924156
403	0.1389064938
404	0.1387349516
405	0.1384917796
406	0.1383628547
407	0.138081342
408	0.1379291713
409	0.1377925128
410	0.1376258731
411	0.1374539137
412	0.1372063458
413	0.1369965374
414	0.1368864775
415	0.1366730034
416	0.1364470124
417	0.1362538189
418	0.1360020638
419	0.1358421743
420	0.1356220096
421	0.135437727
422	0.1353254914
423	0.1350772381
424	0.1349524856
425	0.1347816586
426	0.1346330494
427	0.1345131099
428	0.1343531013
429	0.1342011094
430	0.133970499
431	0.1338557303
432	0.1336780787
433	0.1335427612
434	0.1333650947
435	0.1331864446
436	0.1329570115
437	0.1327819377
438	0.1325804591
439	0.1323593557
440	0.1321671456
441	0.1320346594
442	0.1318594068
443	0.1317130923
444	0.1315680444
445	0.1314502358
446	0.1312889308
447	0.1311521679
448	0.131030798
449	0.130741179
450	0.1306174248
451	0.1305156648
452	0.1304289252
453	0.1303061992
454	0.130205214
455	0.1299954653
456	0.1298254281
457	0.1296472698
458	0.1295503974
459	0.129467532
460	0.1292558908
461	0.1291560829
462	0.1289040297
463	0.1287718862
464	0.1286035925
465	0.1283495426
466	0.1281956732
467	0.1280928701
468	0.1279019415
469	0.1278293431
470	0.127700299
471	0.127522856
472	0.1273896992
473	0.1272826195
474	0.1270596534
475	0.1268909574
476	0.1267232895
477	0.1265510917
478	0.1264109164
479	0.1262804717
480	0.1261837333
481	0.1260008514
482	0.1258603781
483	0.1257676035
484	0.1255963892
485	0.1254380941
486	0.1253867745
487	0.125262931
488	0.1249879748
489	0.1247982532
490	0.1246614605
491	0.1244212389
492	0.1242923588
493	0.1241675243
494	0.1240711212
495	0.1239261329
496	0.123793304
497	0.1236671805
498	0.1235093921
499	0.1233219355
500	0.1232303157
501	0.1230093539
502	0.1228749752
503	0.1227021739
504	0.1225565746
505	0.1224215329
506	0.1221440509
507	0.12197496
508	0.1217881814
509	0.1216206327
510	0.1213738695
511	0.1212946251
512	0.1211108565
513	0.1209726259
514	0.1208557859
515	0.120725587
516	0.1205225065
517	0.1203160957
518	0.1201136261
519	0.1199172884
520	0.1198472604
521	0.1197903752
522	0.1196681783
523	0.1194825619
524	0.1193221733
525	0.1191136241
526	0.1189552024
527	0.1188047677
528	0.1186690032
529	0.1184693947
530	0.1182675511
531	0.1181596518
532	0.1179984808
533	0.1179055572
534	0.117667608
535	0.1175889224
536	0.1174690574
537	0.1173658296
538	0.1172242537
539	0.1170327961
540	0.1169068441
541	0.1167143136
542	0.1165766865
543	0.1163904071
544	0.1163073182
545	0.1161362231
546	0.1159881428
547	0.1158483177
548	0.1157940626
549	0.1157219857
550	0.1156175137
551	0.1154892296
552	0.1154086664
553	0.1153435633
554	0.1151854694
555	0.1150358245
556	0.1148205176
557	0.1146743372
558	0.1145884767
559	0.1144186705
560	0.1143630892
561	0.1142841801
562	0.1140918657
563	0.1139283329
564	0.1137780473
565	0.113645494
566	0.1135660335
567	0.1134529412
568	0.1133054793
569	0.113108933
570	0.113019444
571	0.1128562465
572	0.1127327383
573	0.1125866175
574	0.11247015
575	0.1124126837
576	0.1122003347
577	0.112092264
578	0.1119942814
579	0.1118501276
580	0.1117246822
581	0.1115811244
582	0.1114724204
583	0.1114085689
584	0.111351721
585	0.1111184061
586	0.1109986156
587	0.1108713001
588	0.1106768548
589	0.1105567962
590	0.1104705259
591	0.1102565899
592	0.1101958603
593	0.110097222
594	0.1100393757
595	0.1099617556
596	0.1098352075
597	0.1096914485
598	0.1095812172
599	0.1094444245
600	0.1093069315
601	0.1092389822
602	0.1091369241
603	0.109026365
604	0.1089458913
605	0.108724907
606	0.1085099131
607	0.1084070951
608	0.1083282679
609	0.1082541496
610	0.1080498248
611	0.1079066694
612	0.1077545136
613	0.107623741
614	0.1074354202
615	0.1073078662
616	0.1071777344
617	0.1069665849
618	0.1068894267
619	0.1067095846
620	0.1065663993
621	0.1064477265
622	0.1063253656
623	0.1062355638
624	0.1061261222
625	0.1060240865
626	0.1059020832
627	0.1057538092
628	0.105676651
629	0.1055690199
630	0.1054518074
631	0.1053380743
632	0.105221197
633	0.1050531566
634	0.1049241498
635	0.1048623994
636	0.1047302037
637	0.1046255454
638	0.1044954211
639	0.1044182554
640	0.1043086946
641	0.1041715443
642	0.1040334776
643	0.1038976237
644	0.103770934
645	0.1036480889
646	0.103530407
647	0.1033656225
648	0.1032914519
649	0.1031373888
650	0.103056483
651	0.1029498652
652	0.1027966663
653	0.1026507169
654	0.1025757417
655	0.1024675146
656	0.1023412347
657	0.1022117287
658	0.1021224111
659	0.1020306274
660	0.1019108891
661	0.1018407866
662	0.1016877592
663	0.1015726924
664	0.1014421955
665	0.1013647169
666	0.1012090445
667	0.1010531783
668	0.1009869128
669	0.1008655876
670	0.1007831991
671	0.1006952226
672	0.1006163731
673	0.1005051136
674	0.1004253179
675	0.1003045365
676	0.1002179161
677	0.1000108123
678	0.09987129271
679	0.09978076071
680	0.09961861372
681	0.09954875708
682	0.09940974414
683	0.0992577374
684	0.09919431061
685	0.09909478575
686	0.09897512943
687	0.09881588072
688	0.09876666218
689	0.09863853455
690	0.09858292341
691	0.09851708263
692	0.09845395386
693	0.09837346524
694	0.09831196815
695	0.09824323654
696	0.09811444581
697	0.09799856693
698	0.09792248905
699	0.0978167206
700	0.09771643579
701	0.09759125113
702	0.09753670543
703	0.09745323658
704	0.09736903757
705	0.09729813039
706	0.09724526107
707	0.09710844606
708	0.09701728821
709	0.09692409635
710	0.09682310373
711	0.09673659503
712	0.09656268358
713	0.09650187194
714	0.09641449898
715	0.09630320221
716	0.0962022841
717	0.09604088217
718	0.09597763419
719	0.09584812075
720	0.09575214982
721	0.09565607458
722	0.09554516524
723	0.09544894099
724	0.09535366297
725	0.09524561465
726	0.09514439106
727	0.09506182373
728	0.09494872391
729	0.09483258426
730	0.09475965053
731	0.09472385049
732	0.09462019056
733	0.09445077181
734	0.09443240613
735	0.09435752034
736	0.09426265955
737	0.09411881864
738	0.09402819723
739	0.09393680096
740	0.09388643503
741	0.09379939735
742	0.0937000066
743	0.0936422497
744	0.09351289272
745	0.09337527305
746	0.09322464466
747	0.09305040538
748	0.09289176762
749	0.09275479615
750	0.09259716421
751	0.09242428839
752	0.0923383832
753	0.09225651622
754	0.09211918712
755	0.09199462086
756	0.09190735966
757	0.09182466567
758	0.09177367389
759	0.09165351838
760	0.09160162508
761	0.09153135866
762	0.09142111242
763	0.0913579464
764	0.09126006812
765	0.09119926393
766	0.09109415114
767	0.09101930261
768	0.09089519829
769	0.09079904109
770	0.09064345062
771	0.09054934978
772	0.09044719487
773	0.09039254487
774	0.09028599411
775	0.0901824683
776	0.0900798887
777	0.08996704221
778	0.08987046778
779	0.08983636647
780	0.08977325261
781	0.08967442811
782	0.08961877227
783	0.08947458863
784	0.08939633518
785	0.08926685154
786	0.08919091523
787	0.08908450603
788	0.0890122205
789	0.08891513944
790	0.08878584206
791	0.08876457065
792	0.08872015774
793	0.08859751374
794	0.08853308856
795	0.08840314299
796	0.08822371066
797	0.08815744519
798	0.08808953315
799	0.08803645521
800	0.08798135072
801	0.08787019551
802	0.08775929362
803	0.08769691736
804	0.08765950054
805	0.08753107488
806	0.08742800355
807	0.0872701779
808	0.08721350878
809	0.08711415529
810	0.08702521026
811	0.08688723296
812	0.0868069157
813	0.08668530732
814	0.08661847562
815	0.08651086688
816	0.08640027046
817	0.08629110456
818	0.08623205125
819	0.086134471
820	0.08602350205
821	0.08596539497
822	0.08585072309
823	0.08576541394
824	0.085682109
825	0.08560634404
826	0.08553310484
827	0.08543865383
828	0.08535235375
829	0.0852612406
830	0.08515311778
831	0.08506458253
832	0.08499246836
833	0.08486667275
834	0.08474238962
835	0.08468560874
836	0.08454509079
837	0.08444514871
838	0.08437412977
839	0.08432674408
840	0.08420505375
841	0.08412116766
842	0.08401201665
843	0.08385723829
844	0.08374938369
845	0.0836737901
846	0.08359916508
847	0.08353678882
848	0.08347790688
849	0.08344575763
850	0.08334498107
851	0.08324697614
852	0.08314800262
853	0.08304683864
854	0.08297125995
855	0.08290810883
856	0.08286198229
857	0.08274932206
858	0.08265747875
859	0.08261322975
860	0.08251699805
861	0.08243109286
862	0.08234423399
863	0.08225141466
864	0.08217082918
865	0.08204308897
866	0.08197283745
867	0.08188502491
868	0.08184564114
869	0.0817187503
870	0.08160828799
871	0.081473656
872	0.08140045404
873	0.08133174479
874	0.08126542717
875	0.08111803979
876	0.08108514547
877	0.08103054762
878	0.08089411259
879	0.08080596477
880	0.08075407147
881	0.08064871281
882	0.08062630892
883	0.08058489859
884	0.08048138767
885	0.08044019341
886	0.08037533611
887	0.08026418835
888	0.08019946516
889	0.0801352635
890	0.08003208786
891	0.07995859534
892	0.07987359166
893	0.07978994399
894	0.07968921214
895	0.07964475453
896	0.07956658304
897	0.07943549752
898	0.07929388434
899	0.0792479068
900	0.07914587855
901	0.07909037173
902	0.07891643792
903	0.0788513273
904	0.07876501977
905	0.07867996395
906	0.0786132589
907	0.07855167985
908	0.07848720253
909	0.07841704786
910	0.0783893764
911	0.07825644314
912	0.07809427381
913	0.07801617682
914	0.07791687548
915	0.07784298062
916	0.07780268788
917	0.07775813341
918	0.07772473991
919	0.07763577998
920	0.0775795877
921	0.07753004134
922	0.07745453715
923	0.07733358443
924	0.07725119591
925	0.07712393999
926	0.07706020772
927	0.07692240179
928	0.07690161467
929	0.07686406374
930	0.07678541541
931	0.07665750384
932	0.07660824805
933	0.07648278028
934	0.07635343075
935	0.07631543279
936	0.07615077496
937	0.07603544742
938	0.07598245144
939	0.07592152059
940	0.07588216662
941	0.07575641572
942	0.07570491731
943	0.07566671073
944	0.07557141036
945	0.07549531758
946	0.07545213401
947	0.07539766282
948	0.07534568012
949	0.07527440786
950	0.07519990206
951	0.07508780807
952	0.07502968609
953	0.07499024272
954	0.07491131872
955	0.07478547096
956	0.07468190044
957	0.07463468611
958	0.07456167042
959	0.07447975129
960	0.07439150661
961	0.07435850054
962	0.0742829591
963	0.07420704514
964	0.07415954769
965	0.0741238147
966	0.07403664291
967	0.07391345501
968	0.07385207713
969	0.07381513715
970	0.07370316237
971	0.07367025316
972	0.07354153693
973	0.0734788999
974	0.07340230048
975	0.0733332634
976	0.07324443758
977	0.07317980379
978	0.07305064052
979	0.07300423831
980	0.07294868678
981	0.07290014625
982	0.07284517586
983	0.07277160883
984	0.0727044642
985	0.07261903584
986	0.07257276773
987	0.07250868529
988	0.07244449854
989	0.07241423428
990	0.07234624028
991	0.07225042582
992	0.07213394344
993	0.07202279568
994	0.07196773589
995	0.07185260952
996	0.0718203932
997	0.07171228528
998	0.07160773873
999	0.07153245807
